task_id,question,input_fields,output_fields,answer,guidelines,level
1685,"For the 300th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?","payments.merchant, payments.day_of_year, payments.year, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1445,"For a credit transaction of 1 euros on SwiftCharge, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.eur_amount, payments.is_credit, payments.card_scheme, payments.aci",payments.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1818,What are the total fees (in euros) that Belles_cookbook_store paid in August 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2523,"In 2023, which merchants were affected by the Fee with ID 12?","payments.merchant, payments.year, fees.ID",payments.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
26,Which merchant has the highest number of outlier transactions (using Z-Score > 3)?,"payments.merchant, payments.eur_amount",payments.merchant,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1473,What is the fee ID or IDs that apply to account_type = D and aci = D?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
17,What is the lowest avg fraud rate per merchant for the year 2023?,"payments.merchant, payments.has_fraudulent_dispute, payments.year, payments.day_of_year",compute.fee,,"Answer must be just a number expressed as a percentage rounded to 6 decimal places. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1475,What is the fee ID or IDs that apply to account_type = D and aci = F?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1347,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1442,"What is the most expensive MCC for a transaction of 50000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","payments.eur_amount, payments.merchant, merchant_data.merchant_category_code, fees.merchant_category_code",merchant_category_codes.mcc,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2316,In September 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=16 changed to 99?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1740,"For the 365th of the year 2023, what is the total fees (in euros) that Rafa_AI should pay?","payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1474,What is the fee ID or IDs that apply to account_type = D and aci = E?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1837,What are the total fees (in euros) that Golfclub_Baron_Friso paid in March 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
341,What is the average transaction value grouped by issuing_country for Crossfit_Hanna's NexPay transactions between September and October 2023?,"payments.merchant, payments.card_scheme, payments.issuing_country, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
