task_id,question,answer,guidelines,level,cluster,reference_list,referred_question
11,What is the highest transaction amount (in EUR) recorded?,,"Answer must be the exact number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1292,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2556,"During 2023, imagine if the Fee with ID 64 was only applied to account type F, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
1752,What were the applicable Fee IDs for Belles_cookbook_store in February 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
842,What is the average transaction value grouped by acquirer_country for Crossfit_Hanna's TransactPlus transactions between November and December 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1294,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
58,What is the avg fraud rate of Crossfit_Hanna for Q3 of 2023?,,"Answer must be just a number expressed as a percentage rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1826,What are the total fees (in euros) that Crossfit_Hanna paid in April 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
1484,What is the fee ID or IDs that apply to account_type = F and aci = A?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,3,[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
682,What is the average transaction value grouped by acquirer_country for Belles_cookbook_store's GlobalCard transactions between November and December 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
